# Функція: Вуда
Крок	x1	x2	x3	x4	f(x)
7826	-0.96156788	0.93481207	-0.97587156	0.96357393	7.87694413e+00
7827	-0.96156693	0.93481064	-0.97587204	0.96357536	7.87694412e+00
7828	-0.96156645	0.93480921	-0.97587299	0.96357679	7.87694412e+00
7829	-0.96156549	0.93480778	-0.97587347	0.96357822	7.87694411e+00
7830	-0.96156502	0.93480635	-0.97587442	0.96357965	7.87694411e+00
7831	-0.96156406	0.93480492	-0.97587490	0.96358109	7.87694410e+00
7832	-0.96156359	0.93480349	-0.97587585	0.96358252	7.87694410e+00
7833	-0.96156263	0.93480206	-0.97587633	0.96358395	7.87694409e+00
7834	-0.96156168	0.93480062	-0.97587729	0.96358538	7.87694408e+00
7835	-0.96156120	0.93479919	-0.97587776	0.96358681	7.87694408e+00
7836	-0.96156025	0.93479776	-0.97587872	0.96358824	7.87694407e+00
7837	-0.96155977	0.93479633	-0.97587967	0.96358967	7.87694407e+00
7838	-0.96155882	0.93479490	-0.97588015	0.96359110	7.87694406e+00
7839	-0.96155834	0.93479347	-0.97588110	0.96359253	7.87694406e+00
7840	-0.96155739	0.93479204	-0.97588158	0.96359396	7.87694405e+00
7841	-0.96155643	0.93479061	-0.97588253	0.96359539	7.87694405e+00
7842	-0.96155596	0.93478918	-0.97588301	0.96359682	7.87694404e+00
7843	-0.96155500	0.93478775	-0.97588396	0.96359825	7.87694404e+00
7844	-0.96155453	0.93478632	-0.97588444	0.96359968	7.87694403e+00
7845	-0.96155357	0.93478489	-0.97588539	0.96360111	7.87694403e+00
7846	-0.96155310	0.93478346	-0.97588587	0.96360254	7.87694402e+00
7847	-0.96155214	0.93478203	-0.97588682	0.96360397	7.87694401e+00
7848	-0.96155167	0.93478060	-0.97588778	0.96360540	7.87694401e+00
7849	-0.96155071	0.93477917	-0.97588825	0.96360683	7.87694400e+00
7850	-0.96154976	0.93477774	-0.97588921	0.96360826	7.87694400e+00
7851	-0.96154928	0.93477631	-0.97588968	0.96360970	7.87694399e+00
7852	-0.96154833	0.93477488	-0.97589064	0.96361113	7.87694399e+00
7853	-0.96154785	0.93477345	-0.97589111	0.96361256	7.87694398e+00
7854	-0.96154690	0.93477201	-0.97589207	0.96361399	7.87694398e+00
7855	-0.96154642	0.93477058	-0.97589254	0.96361542	7.87694397e+00
7856	-0.96154547	0.93476915	-0.97589350	0.96361685	7.87694397e+00
7857	-0.96154451	0.93476772	-0.97589397	0.96361828	7.87694396e+00
7858	-0.96154404	0.93476629	-0.97589493	0.96361971	7.87694396e+00
7859	-0.96154308	0.93476486	-0.97589540	0.96362114	7.87694395e+00
7860	-0.96154261	0.93476343	-0.97589636	0.96362257	7.87694395e+00
7861	-0.96154165	0.93476200	-0.97589731	0.96362400	7.87694394e+00
7862	-0.96154118	0.93476057	-0.97589779	0.96362543	7.87694393e+00
7863	-0.96154022	0.93475914	-0.97589874	0.96362686	7.87694393e+00
7864	-0.96153975	0.93475771	-0.97589922	0.96362829	7.87694392e+00
7865	-0.96153879	0.93475628	-0.97590017	0.96362972	7.87694392e+00
7866	-0.96153784	0.93475485	-0.97590065	0.96363115	7.87694391e+00
7867	-0.96153736	0.93475342	-0.97590160	0.96363258	7.87694391e+00
7868	-0.96153641	0.93475199	-0.97590208	0.96363401	7.87694390e+00
7869	-0.96153593	0.93475056	-0.97590303	0.96363544	7.87694390e+00
7870	-0.96153498	0.93474913	-0.97590351	0.96363688	7.87694389e+00
7871	-0.96153450	0.93474770	-0.97590446	0.96363831	7.87694389e+00
7872	-0.96153355	0.93474627	-0.97590542	0.96363974	7.87694388e+00
7873	-0.96153259	0.93474483	-0.97590590	0.96364117	7.87694388e+00
7874	-0.96153212	0.93474340	-0.97590685	0.96364260	7.87694387e+00
7875	-0.96153116	0.93474197	-0.97590733	0.96364403	7.87694386e+00
7876	-0.96153069	0.93474054	-0.97590828	0.96364546	7.87694386e+00
7877	-0.96152973	0.93473911	-0.97590876	0.96364689	7.87694385e+00
7878	-0.96152925	0.93473768	-0.97590971	0.96364832	7.87694385e+00
7879	-0.96152830	0.93473625	-0.97591019	0.96364975	7.87694384e+00
7880	-0.96152735	0.93473482	-0.97591114	0.96365118	7.87694384e+00
7881	-0.96152687	0.93473339	-0.97591162	0.96365261	7.87694383e+00
7882	-0.96152592	0.93473196	-0.97591257	0.96365404	7.87694383e+00
7883	-0.96152544	0.93473053	-0.97591305	0.96365547	7.87694382e+00
7884	-0.96152449	0.93472910	-0.97591400	0.96365690	7.87694382e+00
7885	-0.96152401	0.93472767	-0.97591496	0.96365833	7.87694381e+00
7886	-0.96152306	0.93472624	-0.97591543	0.96365976	7.87694381e+00
7887	-0.96152258	0.93472481	-0.97591639	0.96366119	7.87694380e+00
7888	-0.96152163	0.93472338	-0.97591686	0.96366262	7.87694379e+00
7889	-0.96152067	0.93472195	-0.97591782	0.96366405	7.87694379e+00
7890	-0.96152020	0.93472052	-0.97591829	0.96366549	7.87694378e+00
7891	-0.96151924	0.93471909	-0.97591925	0.96366692	7.87694378e+00
7892	-0.96151876	0.93471766	-0.97591972	0.96366835	7.87694377e+00
7893	-0.96151781	0.93471622	-0.97592068	0.96366978	7.87694377e+00
7894	-0.96151733	0.93471479	-0.97592115	0.96367121	7.87694376e+00
7895	-0.96151638	0.93471336	-0.97592211	0.96367264	7.87694376e+00
7896	-0.96151543	0.93471193	-0.97592306	0.96367407	7.87694375e+00
7897	-0.96151495	0.93471050	-0.97592354	0.96367550	7.87694375e+00
7898	-0.96151400	0.93470907	-0.97592449	0.96367693	7.87694374e+00
7899	-0.96151352	0.93470764	-0.97592497	0.96367836	7.87694374e+00
7900	-0.96151257	0.93470621	-0.97592592	0.96367979	7.87694373e+00
7901	-0.96151209	0.93470478	-0.97592640	0.96368122	7.87694372e+00
7902	-0.96151114	0.93470335	-0.97592735	0.96368265	7.87694372e+00
7903	-0.96151018	0.93470192	-0.97592783	0.96368408	7.87694371e+00
7904	-0.96150970	0.93470049	-0.97592878	0.96368551	7.87694371e+00
7905	-0.96150875	0.93469906	-0.97592926	0.96368694	7.87694370e+00
7906	-0.96150827	0.93469763	-0.97593021	0.96368837	7.87694370e+00
7907	-0.96150732	0.93469620	-0.97593069	0.96368980	7.87694369e+00
7908	-0.96150684	0.93469477	-0.97593164	0.96369123	7.87694369e+00
7909	-0.96150589	0.93469334	-0.97593260	0.96369267	7.87694368e+00
7910	-0.96150541	0.93469191	-0.97593307	0.96369410	7.87694368e+00
7911	-0.96150446	0.93469048	-0.97593403	0.96369553	7.87694367e+00
7912	-0.96150351	0.93468904	-0.97593451	0.96369696	7.87694366e+00
7913	-0.96150303	0.93468761	-0.97593546	0.96369839	7.87694366e+00
7914	-0.96150208	0.93468618	-0.97593594	0.96369982	7.87694365e+00
7915	-0.96150160	0.93468475	-0.97593689	0.96370125	7.87694365e+00
7916	-0.96150064	0.93468332	-0.97593737	0.96370268	7.87694364e+00
7917	-0.96150017	0.93468189	-0.97593832	0.96370411	7.87694364e+00
7918	-0.96149921	0.93468046	-0.97593880	0.96370554	7.87694363e+00
7919	-0.96149826	0.93467903	-0.97593975	0.96370697	7.87694363e+00
7920	-0.96149778	0.93467760	-0.97594070	0.96370840	7.87694362e+00
7921	-0.96149683	0.93467617	-0.97594118	0.96370983	7.87694362e+00
7922	-0.96149635	0.93467474	-0.97594213	0.96371126	7.87694361e+00
7923	-0.96149540	0.93467331	-0.97594261	0.96371269	7.87694361e+00
7924	-0.96149492	0.93467188	-0.97594357	0.96371412	7.87694360e+00
7925	-0.96149397	0.93467045	-0.97594404	0.96371555	7.87694359e+00
7926	-0.96149349	0.93466902	-0.97594500	0.96371698	7.87694359e+00
7927	-0.96149254	0.93466759	-0.97594547	0.96371841	7.87694358e+00
7928	-0.96149158	0.93466616	-0.97594643	0.96371984	7.87694358e+00
7929	-0.96149111	0.93466473	-0.97594690	0.96372128	7.87694357e+00
7930	-0.96149015	0.93466330	-0.97594786	0.96372271	7.87694357e+00
7931	-0.96148968	0.93466187	-0.97594833	0.96372414	7.87694356e+00
7932	-0.96148872	0.93466043	-0.97594929	0.96372557	7.87694356e+00
7933	-0.96148825	0.93465900	-0.97595024	0.96372700	7.87694355e+00
7934	-0.96148729	0.93465757	-0.97595072	0.96372843	7.87694355e+00
7935	-0.96148634	0.93465614	-0.97595167	0.96372986	7.87694354e+00
7936	-0.96148586	0.93465471	-0.97595215	0.96373129	7.87694354e+00
7937	-0.96148491	0.93465328	-0.97595310	0.96373272	7.87694353e+00
7938	-0.96148443	0.93465185	-0.97595358	0.96373415	7.87694352e+00
7939	-0.96148348	0.93465042	-0.97595453	0.96373558	7.87694352e+00
7940	-0.96148300	0.93464899	-0.97595501	0.96373701	7.87694351e+00
7941	-0.96148205	0.93464756	-0.97595596	0.96373844	7.87694351e+00
7942	-0.96148109	0.93464613	-0.97595644	0.96373987	7.87694350e+00
7943	-0.96148062	0.93464470	-0.97595739	0.96374130	7.87694350e+00
7944	-0.96147966	0.93464327	-0.97595835	0.96374273	7.87694349e+00
7945	-0.96147919	0.93464184	-0.97595882	0.96374416	7.87694349e+00
7946	-0.96147823	0.93464041	-0.97595978	0.96374559	7.87694348e+00
7947	-0.96147776	0.93463898	-0.97596025	0.96374702	7.87694348e+00
7948	-0.96147680	0.93463755	-0.97596121	0.96374846	7.87694347e+00
7949	-0.96147633	0.93463612	-0.97596169	0.96374989	7.87694346e+00
7950	-0.96147537	0.93463469	-0.97596264	0.96375132	7.87694346e+00
7951	-0.96147442	0.93463326	-0.97596312	0.96375275	7.87694345e+00
7952	-0.96147394	0.93463182	-0.97596407	0.96375418	7.87694345e+00
7953	-0.96147299	0.93463039	-0.97596455	0.96375561	7.87694344e+00
7954	-0.96147251	0.93462896	-0.97596550	0.96375704	7.87694344e+00
7955	-0.96147156	0.93462753	-0.97596598	0.96375847	7.87694343e+00
7956	-0.96147108	0.93462610	-0.97596693	0.96375990	7.87694343e+00
7957	-0.96147013	0.93462467	-0.97596788	0.96376133	7.87694342e+00
7958	-0.96146917	0.93462324	-0.97596836	0.96376276	7.87694342e+00
7959	-0.96146870	0.93462181	-0.97596931	0.96376419	7.87694341e+00
7960	-0.96146774	0.93462038	-0.97596979	0.96376562	7.87694340e+00
7961	-0.96146727	0.93461895	-0.97597075	0.96376705	7.87694340e+00
7962	-0.96146631	0.93461752	-0.97597122	0.96376848	7.87694339e+00
7963	-0.96146584	0.93461609	-0.97597218	0.96376991	7.87694339e+00
7964	-0.96146488	0.93461466	-0.97597265	0.96377134	7.87694338e+00
7965	-0.96146393	0.93461323	-0.97597361	0.96377277	7.87694338e+00
7966	-0.96146345	0.93461180	-0.97597408	0.96377420	7.87694337e+00
7967	-0.96146250	0.93461037	-0.97597504	0.96377563	7.87694337e+00
7968	-0.96146202	0.93460894	-0.97597599	0.96377707	7.87694336e+00
7969	-0.96146107	0.93460751	-0.97597647	0.96377850	7.87694336e+00
7970	-0.96146059	0.93460608	-0.97597742	0.96377993	7.87694335e+00
7971	-0.96145964	0.93460464	-0.97597790	0.96378136	7.87694335e+00
7972	-0.96145916	0.93460321	-0.97597885	0.96378279	7.87694334e+00
7973	-0.96145821	0.93460178	-0.97597933	0.96378422	7.87694333e+00
7974	-0.96145725	0.93460035	-0.97598028	0.96378565	7.87694333e+00
7975	-0.96145678	0.93459892	-0.97598076	0.96378708	7.87694332e+00
7976	-0.96145582	0.93459749	-0.97598171	0.96378851	7.87694332e+00
7977	-0.96145535	0.93459606	-0.97598219	0.96378994	7.87694331e+00
7978	-0.96145439	0.93459463	-0.97598314	0.96379137	7.87694331e+00
7979	-0.96145391	0.93459320	-0.97598362	0.96379280	7.87694330e+00
7980	-0.96145296	0.93459177	-0.97598457	0.96379423	7.87694330e+00
7981	-0.96145201	0.93459034	-0.97598553	0.96379566	7.87694329e+00
7982	-0.96145153	0.93458891	-0.97598600	0.96379709	7.87694329e+00
7983	-0.96145058	0.93458748	-0.97598696	0.96379852	7.87694328e+00
7984	-0.96145010	0.93458605	-0.97598743	0.96379995	7.87694327e+00
7985	-0.96144915	0.93458462	-0.97598839	0.96380138	7.87694327e+00
7986	-0.96144867	0.93458319	-0.97598886	0.96380281	7.87694326e+00
7987	-0.96144772	0.93458176	-0.97598982	0.96380424	7.87694326e+00
7988	-0.96144724	0.93458033	-0.97599030	0.96380568	7.87694325e+00
7989	-0.96144629	0.93457890	-0.97599125	0.96380711	7.87694325e+00
7990	-0.96144533	0.93457747	-0.97599173	0.96380854	7.87694324e+00
7991	-0.96144485	0.93457603	-0.97599268	0.96380997	7.87694324e+00
7992	-0.96144390	0.93457460	-0.97599363	0.96381140	7.87694323e+00
7993	-0.96144342	0.93457317	-0.97599411	0.96381283	7.87694323e+00
7994	-0.96144247	0.93457174	-0.97599506	0.96381426	7.87694322e+00
7995	-0.96144199	0.93457031	-0.97599554	0.96381569	7.87694321e+00
7996	-0.96144104	0.93456888	-0.97599649	0.96381712	7.87694321e+00
7997	-0.96144009	0.93456745	-0.97599697	0.96381855	7.87694320e+00
7998	-0.96143961	0.93456602	-0.97599792	0.96381998	7.87694320e+00
7999	-0.96143866	0.93456459	-0.97599840	0.96382141	7.87694319e+00
8000	-0.96143818	0.93456316	-0.97599936	0.96382284	7.87694319e+00
8001	-0.96143723	0.93456173	-0.97599983	0.96382427	7.87694318e+00
8002	-0.96143675	0.93456030	-0.97600079	0.96382570	7.87694318e+00
8003	-0.96143579	0.93455887	-0.97600126	0.96382713	7.87694317e+00
8004	-0.96143484	0.93455744	-0.97600222	0.96382856	7.87694317e+00
8005	-0.96143436	0.93455601	-0.97600317	0.96382999	7.87694316e+00
8006	-0.96143341	0.93455458	-0.97600365	0.96383142	7.87694315e+00
8007	-0.96143293	0.93455315	-0.97600460	0.96383286	7.87694315e+00
8008	-0.96143198	0.93455172	-0.97600508	0.96383429	7.87694314e+00
8009	-0.96143150	0.93455029	-0.97600603	0.96383572	7.87694314e+00
8010	-0.96143055	0.93454885	-0.97600651	0.96383715	7.87694313e+00
8011	-0.96143007	0.93454742	-0.97600746	0.96383858	7.87694313e+00
8012	-0.96142912	0.93454599	-0.97600794	0.96384001	7.87694312e+00
8013	-0.96142817	0.93454456	-0.97600889	0.96384144	7.87694312e+00
8014	-0.96142769	0.93454313	-0.97600937	0.96384287	7.87694311e+00
8015	-0.96142673	0.93454170	-0.97601032	0.96384430	7.87694311e+00
8016	-0.96142626	0.93454027	-0.97601128	0.96384573	7.87694310e+00
8017	-0.96142530	0.93453884	-0.97601175	0.96384716	7.87694309e+00
8018	-0.96142483	0.93453741	-0.97601271	0.96384859	7.87694309e+00
8019	-0.96142387	0.93453598	-0.97601318	0.96385002	7.87694308e+00
8020	-0.96142292	0.93453455	-0.97601414	0.96385145	7.87694308e+00
8021	-0.96142244	0.93453312	-0.97601461	0.96385288	7.87694307e+00
8022	-0.96142149	0.93453169	-0.97601557	0.96385431	7.87694307e+00
8023	-0.96142101	0.93453026	-0.97601604	0.96385574	7.87694306e+00
8024	-0.96142006	0.93452883	-0.97601700	0.96385717	7.87694306e+00
8025	-0.96141958	0.93452740	-0.97601748	0.96385860	7.87694305e+00
8026	-0.96141863	0.93452597	-0.97601843	0.96386003	7.87694305e+00
8027	-0.96141768	0.93452454	-0.97601891	0.96386147	7.87694304e+00
8028	-0.96141720	0.93452311	-0.97601986	0.96386290	7.87694303e+00
8029	-0.96141624	0.93452168	-0.97602081	0.96386433	7.87694303e+00
8030	-0.96141577	0.93452024	-0.97602129	0.96386576	7.87694302e+00
8031	-0.96141481	0.93451881	-0.97602224	0.96386719	7.87694302e+00
8032	-0.96141434	0.93451738	-0.97602272	0.96386862	7.87694301e+00
8033	-0.96141338	0.93451595	-0.97602367	0.96387005	7.87694301e+00
8034	-0.96141291	0.93451452	-0.97602415	0.96387148	7.87694300e+00
8035	-0.96141195	0.93451309	-0.97602510	0.96387291	7.87694300e+00
8036	-0.96141100	0.93451166	-0.97602558	0.96387434	7.87694299e+00
8037	-0.96141052	0.93451023	-0.97602654	0.96387577	7.87694298e+00
8038	-0.96140957	0.93450880	-0.97602701	0.96387720	7.87694298e+00
8039	-0.96140909	0.93450737	-0.97602797	0.96387863	7.87694297e+00
8040	-0.96140814	0.93450594	-0.97602892	0.96388006	7.87694297e+00
8041	-0.96140766	0.93450451	-0.97602940	0.96388149	7.87694296e+00
8042	-0.96140671	0.93450308	-0.97603035	0.96388292	7.87694296e+00
8043	-0.96140575	0.93450165	-0.97603083	0.96388435	7.87694295e+00
8044	-0.96140528	0.93450022	-0.97603178	0.96388578	7.87694295e+00
8045	-0.96140432	0.93449879	-0.97603226	0.96388721	7.87694294e+00
8046	-0.96140385	0.93449736	-0.97603321	0.96388865	7.87694294e+00
8047	-0.96140289	0.93449593	-0.97603369	0.96389008	7.87694293e+00
8048	-0.96140242	0.93449450	-0.97603464	0.96389151	7.87694292e+00
8049	-0.96140146	0.93449306	-0.97603512	0.96389294	7.87694292e+00
8050	-0.96140099	0.93449163	-0.97603607	0.96389437	7.87694291e+00
8051	-0.96140003	0.93449020	-0.97603655	0.96389580	7.87694291e+00
8052	-0.96139908	0.93448877	-0.97603750	0.96389723	7.87694290e+00
8053	-0.96139860	0.93448734	-0.97603846	0.96389866	7.87694290e+00
8054	-0.96139765	0.93448591	-0.97603893	0.96390009	7.87694289e+00
8055	-0.96139717	0.93448448	-0.97603989	0.96390152	7.87694289e+00
8056	-0.96139622	0.93448305	-0.97604036	0.96390295	7.87694288e+00
8057	-0.96139574	0.93448162	-0.97604132	0.96390438	7.87694288e+00
8058	-0.96139479	0.93448019	-0.97604179	0.96390581	7.87694287e+00
8059	-0.96139383	0.93447876	-0.97604275	0.96390724	7.87694286e+00
8060	-0.96139336	0.93447733	-0.97604322	0.96390867	7.87694286e+00
8061	-0.96139240	0.93447590	-0.97604418	0.96391010	7.87694285e+00
8062	-0.96139193	0.93447447	-0.97604465	0.96391153	7.87694285e+00
8063	-0.96139097	0.93447304	-0.97604561	0.96391296	7.87694284e+00
8064	-0.96139050	0.93447161	-0.97604656	0.96391439	7.87694284e+00
8065	-0.96138954	0.93447018	-0.97604704	0.96391582	7.87694283e+00
8066	-0.96138859	0.93446875	-0.97604799	0.96391726	7.87694283e+00
8067	-0.96138811	0.93446732	-0.97604847	0.96391869	7.87694282e+00
8068	-0.96138716	0.93446589	-0.97604942	0.96392012	7.87694281e+00
8069	-0.96138668	0.93446445	-0.97604990	0.96392155	7.87694281e+00
8070	-0.96138573	0.93446302	-0.97605085	0.96392298	7.87694280e+00
8071	-0.96138525	0.93446159	-0.97605133	0.96392441	7.87694280e+00
8072	-0.96138430	0.93446016	-0.97605228	0.96392584	7.87694279e+00
8073	-0.96138382	0.93445873	-0.97605276	0.96392727	7.87694279e+00
8074	-0.96138287	0.93445730	-0.97605371	0.96392870	7.87694278e+00
8075	-0.96138191	0.93445587	-0.97605419	0.96393013	7.87694278e+00
8076	-0.96138144	0.93445444	-0.97605515	0.96393156	7.87694277e+00
8077	-0.96138048	0.93445301	-0.97605610	0.96393299	7.87694277e+00
8078	-0.96138000	0.93445158	-0.97605658	0.96393442	7.87694276e+00
8079	-0.96137905	0.93445015	-0.97605753	0.96393585	7.87694275e+00
8080	-0.96137857	0.93444872	-0.97605801	0.96393728	7.87694275e+00
8081	-0.96137762	0.93444729	-0.97605896	0.96393871	7.87694274e+00
8082	-0.96137667	0.93444586	-0.97605944	0.96394014	7.87694274e+00
8083	-0.96137619	0.93444443	-0.97606039	0.96394157	7.87694273e+00
8084	-0.96137524	0.93444300	-0.97606087	0.96394300	7.87694273e+00
8085	-0.96137476	0.93444157	-0.97606182	0.96394444	7.87694272e+00
8086	-0.96137381	0.93444014	-0.97606230	0.96394587	7.87694272e+00
8087	-0.96137333	0.93443871	-0.97606325	0.96394730	7.87694271e+00
8088	-0.96137238	0.93443727	-0.97606421	0.96394873	7.87694270e+00
8089	-0.96137142	0.93443584	-0.97606468	0.96395016	7.87694270e+00
8090	-0.96137094	0.93443441	-0.97606564	0.96395159	7.87694269e+00
8091	-0.96136999	0.93443298	-0.97606611	0.96395302	7.87694269e+00
8092	-0.96136951	0.93443155	-0.97606707	0.96395445	7.87694268e+00
8093	-0.96136856	0.93443012	-0.97606754	0.96395588	7.87694268e+00
8094	-0.96136808	0.93442869	-0.97606850	0.96395731	7.87694267e+00
8095	-0.96136713	0.93442726	-0.97606897	0.96395874	7.87694267e+00
8096	-0.96136665	0.93442583	-0.97606993	0.96396017	7.87694266e+00
8097	-0.96136570	0.93442440	-0.97607040	0.96396160	7.87694265e+00
8098	-0.96136475	0.93442297	-0.97607136	0.96396303	7.87694265e+00
8099	-0.96136427	0.93442154	-0.97607183	0.96396446	7.87694264e+00
8100	-0.96136332	0.93442011	-0.97607279	0.96396589	7.87694264e+00
8101	-0.96136284	0.93441868	-0.97607374	0.96396732	7.87694263e+00
8102	-0.96136189	0.93441725	-0.97607422	0.96396875	7.87694263e+00
8103	-0.96136141	0.93441582	-0.97607517	0.96397018	7.87694262e+00
8104	-0.96136045	0.93441439	-0.97607565	0.96397161	7.87694262e+00
8105	-0.96135950	0.93441296	-0.97607660	0.96397305	7.87694261e+00
8106	-0.96135902	0.93441153	-0.97607708	0.96397448	7.87694261e+00
8107	-0.96135807	0.93441010	-0.97607803	0.96397591	7.87694260e+00
8108	-0.96135759	0.93440866	-0.97607851	0.96397734	7.87694259e+00
8109	-0.96135664	0.93440723	-0.97607946	0.96397877	7.87694259e+00
8110	-0.96135616	0.93440580	-0.97607994	0.96398020	7.87694258e+00
8111	-0.96135521	0.93440437	-0.97608089	0.96398163	7.87694258e+00
8112	-0.96135473	0.93440294	-0.97608185	0.96398306	7.87694257e+00
8113	-0.96135378	0.93440151	-0.97608232	0.96398449	7.87694257e+00
8114	-0.96135283	0.93440008	-0.97608328	0.96398592	7.87694256e+00
8115	-0.96135235	0.93439865	-0.97608376	0.96398735	7.87694256e+00
8116	-0.96135139	0.93439722	-0.97608471	0.96398878	7.87694255e+00
8117	-0.96135092	0.93439579	-0.97608519	0.96399021	7.87694254e+00
8118	-0.96134996	0.93439436	-0.97608614	0.96399164	7.87694254e+00
8119	-0.96134949	0.93439293	-0.97608662	0.96399307	7.87694253e+00
8120	-0.96134853	0.93439150	-0.97608757	0.96399450	7.87694253e+00
8121	-0.96134758	0.93439007	-0.97608805	0.96399593	7.87694252e+00
8122	-0.96134710	0.93438864	-0.97608900	0.96399736	7.87694252e+00
8123	-0.96134615	0.93438721	-0.97608948	0.96399879	7.87694251e+00
8124	-0.96134567	0.93438578	-0.97609043	0.96400023	7.87694251e+00
8125	-0.96134472	0.93438435	-0.97609138	0.96400166	7.87694250e+00
8126	-0.96134424	0.93438292	-0.97609186	0.96400309	7.87694249e+00
8127	-0.96134329	0.93438148	-0.97609282	0.96400452	7.87694249e+00
8128	-0.96134233	0.93438005	-0.97609329	0.96400595	7.87694248e+00
8129	-0.96134186	0.93437862	-0.97609425	0.96400738	7.87694248e+00
8130	-0.96134090	0.93437719	-0.97609472	0.96400881	7.87694247e+00
8131	-0.96134043	0.93437576	-0.97609568	0.96401024	7.87694247e+00
8132	-0.96133947	0.93437433	-0.97609615	0.96401167	7.87694246e+00
8133	-0.96133900	0.93437290	-0.97609711	0.96401310	7.87694246e+00
8134	-0.96133804	0.93437147	-0.97609758	0.96401453	7.87694245e+00
8135	-0.96133757	0.93437004	-0.97609854	0.96401596	7.87694244e+00
8136	-0.96133661	0.93436861	-0.97609901	0.96401739	7.87694244e+00
8137	-0.96133566	0.93436718	-0.97609997	0.96401882	7.87694243e+00
8138	-0.96133518	0.93436575	-0.97610092	0.96402025	7.87694243e+00
8139	-0.96133423	0.93436432	-0.97610140	0.96402168	7.87694242e+00
8140	-0.96133375	0.93436289	-0.97610235	0.96402311	7.87694242e+00
8141	-0.96133280	0.93436146	-0.97610283	0.96402454	7.87694241e+00
8142	-0.96133232	0.93436003	-0.97610378	0.96402597	7.87694241e+00
8143	-0.96133137	0.93435860	-0.97610426	0.96402740	7.87694240e+00
8144	-0.96133041	0.93435717	-0.97610521	0.96402884	7.87694239e+00
8145	-0.96132994	0.93435574	-0.97610569	0.96403027	7.87694239e+00
8146	-0.96132898	0.93435431	-0.97610664	0.96403170	7.87694238e+00
8147	-0.96132851	0.93435287	-0.97610712	0.96403313	7.87694238e+00
8148	-0.96132755	0.93435144	-0.97610807	0.96403456	7.87694237e+00
8149	-0.96132708	0.93435001	-0.97610903	0.96403599	7.87694237e+00
8150	-0.96132612	0.93434858	-0.97610950	0.96403742	7.87694236e+00
8151	-0.96132517	0.93434715	-0.97611046	0.96403885	7.87694236e+00
8152	-0.96132469	0.93434572	-0.97611094	0.96404028	7.87694235e+00
8153	-0.96132374	0.93434429	-0.97611189	0.96404171	7.87694234e+00
8154	-0.96132326	0.93434286	-0.97611237	0.96404314	7.87694234e+00
8155	-0.96132231	0.93434143	-0.97611332	0.96404457	7.87694233e+00
8156	-0.96132183	0.93434000	-0.97611380	0.96404600	7.87694233e+00
8157	-0.96132088	0.93433857	-0.97611475	0.96404743	7.87694232e+00
8158	-0.96132040	0.93433714	-0.97611523	0.96404886	7.87694232e+00
8159	-0.96131945	0.93433571	-0.97611618	0.96405029	7.87694231e+00
8160	-0.96131849	0.93433428	-0.97611666	0.96405172	7.87694231e+00
8161	-0.96131802	0.93433285	-0.97611761	0.96405315	7.87694230e+00
8162	-0.96131706	0.93433142	-0.97611856	0.96405458	7.87694229e+00
8163	-0.96131659	0.93432999	-0.97611904	0.96405602	7.87694229e+00
8164	-0.96131563	0.93432856	-0.97612000	0.96405745	7.87694228e+00
8165	-0.96131516	0.93432713	-0.97612047	0.96405888	7.87694228e+00
8166	-0.96131420	0.93432570	-0.97612143	0.96406031	7.87694227e+00
8167	-0.96131325	0.93432426	-0.97612190	0.96406174	7.87694227e+00
8168	-0.96131277	0.93432283	-0.97612286	0.96406317	7.87694226e+00
8169	-0.96131182	0.93432140	-0.97612333	0.96406460	7.87694226e+00
8170	-0.96131134	0.93431997	-0.97612429	0.96406603	7.87694225e+00
8171	-0.96131039	0.93431854	-0.97612476	0.96406746	7.87694225e+00
8172	-0.96130991	0.93431711	-0.97612572	0.96406889	7.87694224e+00
8173	-0.96130896	0.93431568	-0.97612667	0.96407032	7.87694223e+00
8174	-0.96130800	0.93431425	-0.97612715	0.96407175	7.87694223e+00
8175	-0.96130753	0.93431282	-0.97612810	0.96407318	7.87694222e+00
8176	-0.96130657	0.93431139	-0.97612858	0.96407461	7.87694222e+00
8177	-0.96130610	0.93430996	-0.97612953	0.96407604	7.87694221e+00
8178	-0.96130514	0.93430853	-0.97613001	0.96407747	7.87694221e+00
8179	-0.96130466	0.93430710	-0.97613096	0.96407890	7.87694220e+00
8180	-0.96130371	0.93430567	-0.97613144	0.96408033	7.87694219e+00
8181	-0.96130323	0.93430424	-0.97613239	0.96408176	7.87694219e+00
8182	-0.96130228	0.93430281	-0.97613287	0.96408319	7.87694218e+00
8183	-0.96130133	0.93430138	-0.97613382	0.96408463	7.87694218e+00
8184	-0.96130085	0.93429995	-0.97613430	0.96408606	7.87694217e+00
8185	-0.96129990	0.93429852	-0.97613525	0.96408749	7.87694217e+00
8186	-0.96129942	0.93429708	-0.97613621	0.96408892	7.87694216e+00
8187	-0.96129847	0.93429565	-0.97613668	0.96409035	7.87694216e+00
8188	-0.96129799	0.93429422	-0.97613764	0.96409178	7.87694215e+00
8189	-0.96129704	0.93429279	-0.97613811	0.96409321	7.87694214e+00
8190	-0.96129608	0.93429136	-0.97613907	0.96409464	7.87694214e+00
8191	-0.96129560	0.93428993	-0.97613955	0.96409607	7.87694213e+00
8192	-0.96129465	0.93428850	-0.97614050	0.96409750	7.87694213e+00
